temperature,humidity,wind_speed,wind_direction,cloud_cover,pressure,visibility,precipitation,uv_index,dew_point,weather
26.7,41.1,13.9,295.7,48.3,1010.4,10.8,0.0,4.8,13.4,Partly Cloudy
33.9,45.8,16.7,196.1,11.1,1012.3,8.9,0.1,10.4,7.4,Sunny
23.2,40.4,11.4,296.6,48.5,1016.5,17.6,1.5,6.7,15.6,Partly Cloudy
33.7,56.1,11.8,215.5,13.6,1017.8,14.5,0.0,5.7,9.5,Sunny
30.9,25.7,7.3,275.2,12.8,1013.4,16.7,0.3,9.2,13.3,Sunny
21.4,70.1,6.0,243.4,73.1,1015.8,7.9,1.5,3.7,13.9,Cloudy
11.4,71.3,19.7,359.6,82.5,1016.9,6.3,5.1,3.1,13.5,Rainy
20.2,51.8,14.1,335.8,33.0,1022.0,12.4,1.5,5.1,11.8,Partly Cloudy
21.2,91.4,57.6,81.3,93.8,991.4,4.2,20.8,0.6,13.3,Thunderstorm
11.0,88.8,4.1,359.4,66.2,1007.6,4.4,0.8,2.0,6.0,Foggy
11.4,83.2,3.6,356.8,64.6,1009.5,3.2,0.4,2.7,10.4,Foggy
19.3,87.9,41.7,224.7,92.5,986.3,5.5,4.9,1.3,18.1,Thunderstorm
15.4,76.0,26.6,128.6,100.0,1009.8,7.1,1.4,2.7,15.3,Cloudy
15.2,77.7,66.1,60.4,87.2,1001.2,6.9,15.1,0.1,17.0,Thunderstorm
9.5,81.7,28.2,288.5,100.0,1011.4,9.1,4.1,0.7,9.2,Rainy
17.0,75.9,5.6,269.1,78.0,1004.2,3.7,8.3,1.8,11.4,Rainy
29.7,44.1,6.2,345.9,41.0,1012.9,14.5,1.8,6.5,17.8,Partly Cloudy
17.7,73.8,14.5,131.9,61.1,1013.6,12.4,5.2,4.1,14.6,Cloudy
31.5,45.3,12.2,283.6,6.4,1015.1,17.3,0.0,8.0,17.5,Sunny
15.9,74.2,17.8,328.9,67.2,1006.7,11.6,2.3,2.4,14.4,Cloudy
18.9,87.2,33.4,276.9,65.1,1007.8,6.5,7.0,2.5,12.1,Rainy
6.6,93.4,4.7,188.0,72.4,1024.4,2.3,0.9,1.6,14.4,Foggy
13.0,72.3,18.5,267.0,93.4,1014.1,3.4,13.2,3.3,13.0,Rainy
7.9,88.5,3.2,26.9,67.7,1012.7,1.2,0.0,1.2,5.9,Foggy
18.8,88.6,32.1,301.3,90.9,993.3,4.1,9.4,1.1,20.8,Thunderstorm
17.1,62.4,13.0,111.9,65.2,1007.5,8.2,0.0,2.4,13.5,Cloudy
15.1,64.8,16.4,282.6,76.1,999.6,4.4,12.8,0.9,10.9,Rainy
21.1,70.0,25.1,31.1,69.0,1016.8,8.4,1.3,3.3,12.7,Cloudy
37.7,36.6,7.7,73.9,22.1,1018.7,13.2,0.0,5.1,13.5,Sunny
35.3,58.3,10.2,86.9,46.0,1011.7,13.5,0.0,4.2,15.2,Partly Cloudy
18.1,68.3,16.0,107.1,73.1,1010.1,10.3,0.3,2.5,12.2,Cloudy
9.7,90.3,9.9,182.6,52.3,1012.7,2.2,0.5,2.4,8.5,Foggy
33.1,34.5,3.8,61.5,1.2,1025.3,13.7,0.0,5.7,12.5,Sunny
14.0,97.2,7.9,284.9,59.0,1002.1,2.7,0.2,2.5,8.8,Foggy
20.5,72.5,17.7,123.1,84.2,1019.4,9.6,2.4,2.6,11.0,Cloudy
7.1,85.0,24.4,64.8,90.6,1008.4,3.2,10.2,1.5,11.2,Rainy
15.1,55.5,23.0,292.0,63.5,1006.5,4.8,3.3,1.9,12.9,Cloudy
17.2,66.9,22.2,145.4,85.4,1003.8,9.1,2.2,2.1,14.4,Rainy
16.9,95.5,2.8,113.8,57.0,1010.1,0.2,0.9,3.2,11.5,Foggy
17.6,80.0,31.0,214.1,92.9,1003.2,3.0,8.6,1.0,13.9,Thunderstorm
10.1,98.2,6.4,148.2,99.9,1010.7,2.3,0.7,2.2,9.7,Foggy
14.7,78.9,17.4,205.6,89.3,1003.4,5.4,16.6,2.9,13.9,Rainy
21.9,56.5,27.0,115.3,75.1,1010.2,8.7,4.8,3.8,15.4,Cloudy
19.5,83.0,52.2,221.8,81.3,1004.6,1.3,10.4,2.1,12.3,Rainy
17.1,72.5,14.6,100.1,87.5,1013.1,9.9,3.0,0.5,13.0,Cloudy
17.1,88.8,26.4,209.2,94.9,1013.1,7.2,6.9,2.5,15.1,Rainy
23.5,40.4,13.1,70.3,31.2,1019.3,8.5,0.8,6.7,17.6,Partly Cloudy
15.3,72.5,24.6,348.7,86.0,1008.3,7.5,1.1,2.6,11.5,Cloudy
7.1,82.7,3.7,148.2,79.1,1004.8,1.5,0.4,2.4,12.0,Foggy
5.9,95.3,7.3,47.4,47.7,1005.1,1.7,1.2,0.6,10.3,Foggy
11.6,98.9,7.1,12.1,57.3,1013.5,3.7,0.4,0.9,12.2,Foggy
20.7,88.1,16.3,270.2,94.6,1023.1,8.7,5.9,0.9,11.7,Rainy
18.7,63.2,8.0,161.3,80.0,1002.8,5.9,2.7,3.8,16.1,Cloudy
20.5,66.4,14.4,57.2,76.6,1015.0,10.5,8.7,0.6,14.6,Rainy
24.8,52.5,21.5,355.5,57.7,1010.0,16.5,2.3,4.0,15.7,Partly Cloudy
32.5,47.5,15.7,28.0,0.0,1023.5,13.3,0.5,7.9,14.9,Sunny
25.5,51.7,7.2,48.8,47.5,1020.2,10.4,2.4,5.0,19.1,Partly Cloudy
34.9,28.9,2.9,343.0,10.6,1025.1,6.9,0.8,9.9,11.4,Sunny
26.2,97.2,54.8,148.4,93.0,1004.4,2.1,7.5,1.5,24.2,Thunderstorm
19.4,68.5,19.1,45.4,60.4,1010.3,8.2,2.7,3.8,5.8,Cloudy
11.7,80.2,24.1,201.6,95.4,996.4,5.3,10.4,2.5,15.0,Rainy
22.5,83.2,61.3,109.5,99.9,1005.9,6.0,2.9,2.4,16.5,Thunderstorm
32.7,29.6,15.6,300.8,10.5,1019.5,14.0,0.0,8.9,16.5,Sunny
22.3,73.8,12.6,219.9,74.4,1013.0,7.6,0.8,3.0,16.7,Cloudy
33.0,51.4,8.6,7.4,15.9,1020.4,10.1,0.0,11.1,13.3,Sunny
7.1,89.7,6.7,80.8,67.0,1007.9,2.4,0.0,0.9,8.7,Foggy
17.7,76.6,13.1,102.4,92.8,1018.0,7.1,11.2,0.9,11.7,Rainy
19.9,54.9,13.1,40.2,81.5,1007.3,6.1,2.7,2.0,16.4,Cloudy
10.1,83.6,48.3,129.7,100.0,1006.6,5.1,28.4,1.5,20.5,Thunderstorm
4.7,81.8,18.9,153.9,82.1,996.7,2.9,5.0,2.5,16.4,Rainy
27.3,79.5,56.2,224.9,100.0,1005.0,4.9,12.2,0.4,16.4,Thunderstorm
24.0,41.7,11.1,317.6,36.1,1021.3,13.5,0.0,2.4,11.5,Partly Cloudy
4.4,89.5,0.4,296.3,74.2,1008.8,1.2,0.7,1.2,10.9,Foggy
21.3,84.0,27.7,307.6,93.7,983.0,6.2,16.0,0.9,19.3,Thunderstorm
27.4,33.1,14.0,308.2,9.9,1015.6,17.3,0.0,8.5,14.4,Sunny
21.8,45.9,8.9,265.1,28.8,1015.6,12.2,1.9,6.6,16.8,Partly Cloudy
19.4,75.5,12.8,82.3,75.9,1015.2,11.0,0.9,3.0,13.0,Cloudy
21.0,69.3,35.4,230.9,90.2,1007.8,2.7,8.5,1.3,9.5,Rainy
14.1,85.4,17.0,297.3,94.6,1009.3,5.5,4.0,3.6,14.3,Rainy
27.2,44.0,6.1,4.1,15.7,1018.4,18.3,-0.0,8.3,12.5,Sunny
11.4,98.3,5.0,197.4,73.6,1007.8,1.5,0.8,0.4,5.0,Foggy
6.1,67.5,19.6,315.4,98.4,1000.8,8.0,1.1,3.9,12.9,Cloudy
12.9,60.1,4.8,114.9,77.3,1011.0,8.4,2.1,1.8,11.5,Cloudy
24.9,32.0,14.0,168.7,10.0,1012.3,11.9,0.9,8.6,10.1,Sunny
29.5,15.9,10.4,73.0,6.1,1017.6,12.9,0.0,8.4,16.0,Sunny
9.9,100.0,4.1,120.4,76.8,1006.5,2.8,0.8,1.9,10.5,Foggy
22.7,89.5,68.6,51.2,86.7,999.1,5.2,5.8,1.2,18.0,Thunderstorm
18.4,74.7,56.9,327.9,98.6,995.2,8.3,6.5,0.0,18.4,Thunderstorm
12.6,90.1,44.5,144.5,86.6,1020.4,5.8,4.0,3.7,14.0,Rainy
12.5,83.1,33.3,320.2,93.9,992.8,7.5,6.2,1.0,7.8,Rainy
22.9,88.3,45.4,293.8,95.5,1010.1,3.9,6.9,2.2,17.9,Thunderstorm
16.1,96.0,76.8,19.0,97.1,995.2,0.3,20.3,0.5,17.7,Thunderstorm
10.5,90.6,4.6,37.4,99.4,1013.2,2.7,1.0,2.9,2.9,Foggy
14.1,90.1,7.1,235.1,73.7,1012.7,2.1,0.9,3.0,10.0,Foggy
5.4,89.1,4.4,112.0,76.6,1013.6,1.8,0.9,0.7,3.8,Foggy
8.2,91.6,16.1,2.5,75.5,1008.9,2.5,0.6,2.6,4.2,Foggy
19.4,74.4,12.4,232.2,87.2,1007.1,4.1,10.6,1.7,14.0,Rainy
23.8,60.2,7.2,67.7,6.0,1019.4,20.3,0.0,9.2,11.8,Sunny
21.7,82.7,32.8,42.4,88.7,995.7,4.9,17.3,1.7,8.2,Thunderstorm
15.5,57.4,15.1,146.0,60.8,1010.9,2.1,2.5,2.9,18.7,Cloudy
27.4,35.7,12.7,246.0,45.2,1013.0,10.0,0.0,6.5,8.5,Partly Cloudy
21.0,84.3,28.6,146.6,64.7,1023.3,11.6,0.7,1.8,10.9,Cloudy
11.7,83.0,3.3,287.4,83.7,1015.9,2.2,0.9,3.5,11.3,Foggy
34.4,29.4,11.6,104.0,5.2,1017.1,17.9,0.1,5.5,4.2,Sunny
27.3,84.7,30.1,38.0,100.0,998.0,5.2,11.2,2.2,17.7,Thunderstorm
19.6,87.0,44.5,78.2,94.6,994.7,7.6,24.5,1.6,29.0,Thunderstorm
9.8,73.5,23.9,187.8,93.2,1023.7,4.3,5.1,0.9,10.7,Rainy
21.4,71.8,20.6,64.4,61.7,1010.9,9.1,1.6,5.1,10.3,Cloudy
28.9,51.8,8.5,344.8,34.1,1015.7,12.8,2.8,3.7,11.8,Partly Cloudy
25.6,86.1,32.3,117.3,93.9,985.2,2.8,1.6,1.7,18.9,Thunderstorm
25.5,90.3,18.5,108.0,93.0,1000.1,5.1,11.2,1.9,13.4,Thunderstorm
23.2,36.0,13.8,126.6,5.7,1022.5,17.2,0.8,8.0,12.7,Sunny
12.0,85.6,44.5,285.5,85.4,996.4,3.4,14.7,1.1,19.2,Thunderstorm
25.5,18.9,12.9,64.3,12.5,1012.8,15.1,0.5,5.7,12.9,Sunny
19.0,81.5,54.7,328.2,92.7,996.4,3.9,15.0,0.1,21.5,Thunderstorm
23.7,72.6,6.4,31.7,83.3,997.3,6.8,18.0,1.8,18.7,Thunderstorm
31.4,39.5,5.5,72.8,26.6,1027.1,14.8,0.0,4.1,10.3,Sunny
28.3,12.0,11.1,156.9,0.3,1027.8,17.7,0.0,7.0,13.2,Sunny
17.4,85.6,25.9,124.3,71.1,997.3,7.1,6.8,1.7,15.3,Rainy
13.9,83.0,26.4,172.8,84.3,1015.6,5.2,7.9,2.5,15.1,Rainy
16.9,58.7,34.8,239.2,98.5,1005.2,8.5,2.8,1.4,11.6,Rainy
8.6,85.3,26.3,127.2,82.3,1015.2,10.1,3.8,2.1,16.0,Rainy
17.0,66.9,14.6,181.0,68.0,1010.5,5.9,3.1,1.8,10.9,Cloudy
17.3,82.8,24.1,309.4,97.8,1019.3,7.3,7.6,0.8,12.6,Rainy
7.5,91.0,7.4,247.9,37.0,1010.9,3.3,0.8,3.1,10.4,Foggy
22.6,25.0,9.0,341.2,0.0,1009.0,16.0,0.6,4.8,14.2,Sunny
16.6,61.9,4.8,254.2,41.6,1012.4,9.0,2.1,4.8,18.6,Partly Cloudy
12.0,89.6,4.8,349.2,78.6,1006.0,3.8,0.2,2.9,11.5,Foggy
13.0,71.5,24.4,148.2,72.6,1015.3,9.5,2.4,3.0,16.7,Cloudy
11.8,87.5,6.3,213.3,78.4,1019.6,2.5,0.4,2.9,6.4,Foggy
13.5,73.3,45.4,309.5,72.5,1010.5,7.0,10.2,0.6,11.0,Rainy
16.4,88.6,34.5,335.6,100.0,1007.7,4.1,22.0,3.2,21.9,Thunderstorm
11.7,89.2,6.1,99.9,80.4,1008.9,1.3,0.4,0.3,7.0,Foggy
23.5,25.3,10.6,234.8,6.0,1014.9,17.1,0.0,6.0,16.3,Sunny
13.0,83.6,31.1,294.5,90.9,1020.6,4.6,4.3,1.8,11.8,Rainy
15.6,72.4,40.7,217.1,87.2,1007.5,4.3,10.7,4.3,13.6,Rainy
29.4,41.7,7.3,69.9,16.3,1020.2,14.9,0.3,7.8,13.6,Sunny
21.9,91.7,66.8,96.4,93.8,997.5,3.8,19.5,2.3,19.1,Thunderstorm
22.4,43.3,13.6,30.7,26.4,1022.8,12.1,2.1,6.6,10.1,Partly Cloudy
8.4,85.4,7.3,93.7,54.4,1003.9,4.2,0.3,3.3,6.1,Foggy
33.9,44.1,7.6,331.4,17.4,1017.0,13.2,0.0,7.5,10.4,Sunny
12.9,56.8,19.6,32.6,42.4,1017.3,12.6,1.5,4.3,16.2,Partly Cloudy
23.1,31.8,6.9,232.1,7.5,1010.4,13.3,0.0,10.8,18.0,Sunny
29.1,32.6,15.9,237.7,15.5,1014.7,14.9,0.3,8.5,8.0,Sunny
25.5,90.1,16.1,323.7,97.7,990.8,4.2,17.2,2.5,12.4,Thunderstorm
24.7,72.6,12.3,62.0,45.2,1016.9,15.4,0.5,8.7,21.8,Partly Cloudy
28.6,93.7,32.2,175.1,85.9,990.2,3.9,30.8,1.6,15.0,Thunderstorm
25.8,49.9,15.7,289.7,60.8,1009.9,14.4,3.5,7.0,8.8,Partly Cloudy
24.2,64.7,22.5,305.9,53.0,1008.3,18.0,1.7,2.1,8.0,Partly Cloudy
7.8,90.0,4.4,92.1,23.9,1007.2,2.9,0.4,2.3,13.1,Foggy
9.1,79.5,25.5,82.3,75.5,1009.0,7.6,11.7,1.7,9.8,Rainy
10.7,94.3,3.2,247.0,51.0,1007.8,2.0,0.7,1.4,9.3,Foggy
3.8,88.6,6.0,35.4,92.8,1014.9,1.6,-0.0,1.2,8.7,Foggy
13.9,88.1,15.6,317.3,100.0,1011.8,9.7,8.1,1.3,7.9,Rainy
18.7,19.5,10.2,251.9,25.2,1015.8,16.3,-0.0,8.4,10.2,Sunny
23.9,90.8,64.5,227.8,96.1,988.6,5.6,18.6,2.4,16.3,Thunderstorm
34.9,35.4,10.8,248.8,21.6,1019.6,15.1,0.2,10.1,11.0,Sunny
20.9,80.9,66.6,76.7,91.3,1004.0,3.5,17.3,1.1,15.1,Thunderstorm
24.0,88.8,61.5,302.7,99.5,986.9,7.5,24.1,1.1,14.9,Thunderstorm
23.8,85.5,62.2,329.7,93.3,991.7,2.2,10.5,0.5,20.2,Thunderstorm
13.4,88.7,1.1,60.3,63.8,1015.6,2.1,0.3,3.2,7.4,Foggy
11.7,96.9,4.1,102.8,61.7,1010.1,1.3,0.0,2.8,8.7,Foggy
28.3,75.4,85.3,267.0,96.5,988.4,5.2,28.5,1.2,21.2,Thunderstorm
16.4,54.3,15.8,100.2,35.1,1015.8,10.7,0.7,5.0,15.3,Partly Cloudy
12.4,81.9,18.7,76.2,100.0,1003.3,2.0,7.8,1.3,9.2,Rainy
10.9,90.1,3.4,310.6,82.1,1009.0,4.5,0.5,1.8,6.9,Foggy
31.2,33.3,8.5,327.8,11.4,1019.3,17.0,0.2,6.3,19.3,Sunny
5.6,92.5,5.9,6.4,97.9,1008.2,2.6,0.3,3.1,6.4,Foggy
9.5,86.9,7.3,24.6,73.9,1015.9,2.7,0.7,1.2,8.5,Foggy
26.6,55.4,14.2,2.2,39.5,1014.9,7.7,3.3,3.3,11.6,Partly Cloudy
36.6,39.8,0.9,101.2,9.9,1016.3,14.4,0.0,10.2,11.8,Sunny
25.8,48.5,14.8,294.0,27.4,1009.7,12.6,1.2,4.7,21.4,Partly Cloudy
10.7,87.9,5.8,188.8,61.2,1012.2,1.3,0.3,2.8,8.1,Foggy
17.0,70.0,14.6,338.2,85.2,1006.3,9.5,1.7,1.5,7.6,Cloudy
12.4,94.1,2.2,224.9,77.4,1008.8,1.6,0.8,2.5,12.5,Foggy
21.5,45.6,9.1,164.3,49.2,998.7,8.4,0.6,5.1,8.8,Partly Cloudy
13.7,65.1,26.2,209.5,87.6,1006.1,5.3,10.4,0.5,8.6,Rainy
23.9,90.2,21.0,297.8,79.4,1003.5,3.7,8.0,2.8,14.4,Rainy
17.2,88.8,41.2,258.4,91.2,1011.9,6.6,3.6,1.2,5.6,Rainy
16.8,96.3,46.8,130.2,91.4,1008.7,1.9,26.4,1.3,13.7,Thunderstorm
23.7,56.8,25.0,106.6,42.3,1011.5,16.9,0.9,5.3,13.8,Partly Cloudy
7.6,93.3,5.3,177.7,100.0,1012.9,1.4,0.0,0.5,14.0,Foggy
24.0,61.6,15.1,244.1,93.1,1012.7,10.0,2.7,1.5,9.4,Cloudy
13.7,79.0,25.3,59.0,78.2,1007.3,7.2,8.0,2.4,8.6,Rainy
25.6,36.6,10.9,305.5,17.6,1019.6,12.0,0.3,6.4,12.8,Sunny
34.4,33.6,9.3,55.3,10.8,1016.8,13.3,0.1,2.3,4.4,Sunny
8.9,64.5,40.7,348.5,100.0,1001.2,8.9,2.6,2.8,16.3,Rainy
28.9,36.3,16.1,342.6,47.0,1009.5,19.1,0.5,5.7,11.4,Partly Cloudy
18.6,19.3,14.4,264.2,25.0,1027.9,11.7,0.6,11.8,5.6,Sunny
29.0,53.0,12.1,49.3,50.2,1013.6,12.3,1.0,3.3,16.4,Partly Cloudy
22.7,56.9,15.2,302.1,26.6,1017.5,13.1,1.5,6.2,11.5,Partly Cloudy
22.2,53.0,15.7,230.5,36.9,1015.2,14.9,2.8,5.4,13.3,Partly Cloudy
9.8,91.2,3.8,96.3,89.0,1011.6,1.2,1.1,3.5,5.5,Foggy
14.6,88.2,16.0,151.4,90.1,993.9,3.6,8.3,2.7,9.3,Rainy
32.9,26.4,0.7,169.1,2.9,1012.0,13.7,0.5,7.2,15.0,Sunny
19.5,74.1,19.1,141.7,63.1,1002.2,4.6,2.2,3.2,12.8,Cloudy
6.7,90.9,2.6,240.5,67.2,1005.9,2.0,0.3,2.2,11.6,Foggy
10.3,92.5,33.3,183.2,99.9,1002.5,9.7,7.7,1.9,9.3,Rainy
23.6,70.5,23.7,162.8,67.5,1007.3,11.0,1.8,3.3,9.1,Cloudy
14.6,61.0,25.8,305.9,74.1,1008.5,11.4,2.7,3.4,7.2,Cloudy
8.7,98.6,6.0,296.3,80.4,1016.9,3.3,0.4,3.3,10.0,Foggy
29.1,35.4,13.6,260.2,16.0,1016.1,19.5,0.3,8.3,16.4,Sunny
17.8,89.4,7.3,103.5,62.3,1011.0,2.7,1.0,3.7,10.3,Foggy
8.9,95.7,7.4,210.4,94.3,1005.3,2.1,0.6,0.2,8.0,Foggy
37.0,39.4,11.2,190.1,9.4,1016.7,17.1,0.0,3.6,13.2,Sunny
19.9,74.9,43.8,232.1,96.0,992.4,3.3,20.0,1.7,26.6,Thunderstorm
21.8,62.5,17.3,291.5,44.0,1010.9,11.9,1.6,5.7,20.6,Partly Cloudy
18.1,73.0,23.2,120.6,100.0,1011.7,8.2,9.7,2.2,9.2,Rainy
13.2,90.1,4.8,328.9,73.1,1009.8,2.7,0.7,3.7,10.2,Foggy
15.7,66.1,12.4,178.5,78.4,1004.6,9.3,0.0,2.8,15.8,Cloudy
19.6,50.0,22.6,148.2,62.0,1007.3,0.9,1.3,2.8,9.1,Cloudy
36.7,44.6,19.1,145.3,14.8,1021.2,18.0,-0.0,7.7,14.0,Sunny
20.8,50.7,9.3,28.5,11.0,1020.5,15.9,0.3,5.4,12.6,Sunny
9.9,81.2,26.2,109.8,89.9,1001.0,5.3,4.8,2.2,12.4,Rainy
18.4,52.6,12.6,159.9,96.4,1010.5,8.1,0.0,3.6,11.4,Cloudy
19.4,44.4,14.3,235.5,47.8,1019.4,14.2,0.1,6.5,16.0,Partly Cloudy
22.6,78.6,28.0,157.7,87.5,1003.1,6.5,2.3,1.8,13.7,Rainy
29.7,52.1,15.0,292.6,32.3,1016.3,12.8,0.6,4.4,18.9,Partly Cloudy
12.2,87.3,13.2,188.9,88.5,994.9,6.2,4.1,2.3,9.7,Rainy
13.7,66.4,7.9,272.3,61.4,1013.3,8.5,2.3,3.4,14.8,Cloudy
30.2,55.4,15.6,232.9,41.0,1010.7,13.2,0.6,5.5,16.4,Partly Cloudy
18.5,83.0,38.1,345.3,89.5,1000.6,3.7,21.4,0.4,17.2,Thunderstorm
16.3,65.0,16.3,261.5,90.1,1005.4,4.3,1.6,3.3,11.5,Cloudy
4.4,89.5,11.5,112.7,73.2,1007.2,2.1,0.9,1.2,8.1,Foggy
28.7,28.9,3.1,347.1,19.3,1021.2,12.4,0.0,6.3,8.5,Sunny
35.3,58.7,4.7,353.0,54.8,1018.2,10.9,1.8,4.8,15.1,Partly Cloudy
15.1,63.7,14.4,20.0,88.0,1014.7,9.3,3.0,3.2,13.9,Cloudy
18.0,51.0,20.3,61.5,83.8,1011.5,9.8,1.8,3.8,12.8,Cloudy
33.6,44.1,11.0,150.4,0.0,1016.7,17.8,0.4,6.1,16.1,Sunny
8.6,73.0,6.8,69.0,88.8,1004.2,1.1,0.6,1.2,9.1,Foggy
22.7,82.9,50.7,25.7,95.7,990.5,0.7,21.3,1.7,10.5,Thunderstorm
17.3,71.3,15.0,227.4,70.2,1003.9,6.3,0.6,1.9,9.6,Cloudy
32.2,16.9,6.8,293.5,12.6,1014.5,19.8,0.0,9.0,6.9,Sunny
10.5,87.0,38.7,313.2,91.7,1012.7,6.6,17.0,4.0,12.1,Rainy
24.9,46.6,18.6,296.7,35.0,1012.7,12.7,2.1,6.0,12.2,Partly Cloudy
19.5,69.2,20.2,353.4,96.5,1004.7,5.4,6.0,2.1,10.5,Rainy
22.2,40.1,6.0,136.2,30.5,1015.6,8.5,1.7,5.1,5.8,Partly Cloudy
13.5,66.4,12.6,318.9,61.1,1013.8,9.5,2.2,2.4,14.1,Cloudy
18.2,97.8,55.1,309.5,91.2,1012.3,4.5,29.1,1.6,17.0,Thunderstorm
23.4,78.6,35.2,16.6,100.0,992.3,4.5,15.3,0.6,16.2,Thunderstorm
16.7,54.4,7.3,316.9,55.3,1003.7,10.4,0.3,4.6,9.9,Partly Cloudy
33.8,30.2,7.9,141.9,1.1,1019.2,16.9,0.0,6.0,17.0,Sunny
14.8,90.1,19.9,123.8,97.0,1004.0,6.1,5.0,2.4,11.7,Rainy
30.5,59.8,19.5,147.4,39.3,1024.7,12.4,0.0,5.1,11.6,Partly Cloudy
13.9,72.6,27.1,227.0,87.5,1010.2,6.6,7.1,1.4,12.9,Rainy
30.2,39.2,3.3,47.2,11.1,1018.2,17.7,0.0,9.5,9.7,Sunny
18.5,67.5,38.5,226.5,97.1,979.9,8.1,23.7,0.2,19.2,Thunderstorm
10.5,65.4,18.0,65.5,66.9,1007.8,4.7,3.4,2.7,16.4,Cloudy
31.0,42.9,1.9,55.1,12.9,1013.8,11.4,0.3,9.5,8.7,Sunny
11.1,88.9,8.5,226.1,58.0,1012.3,0.7,0.7,0.3,8.0,Foggy
15.8,70.4,32.9,196.9,86.7,1003.0,6.5,4.2,3.5,10.8,Rainy
23.8,54.8,13.8,157.4,34.3,1021.2,10.1,1.6,4.4,11.5,Partly Cloudy
10.0,74.0,41.1,163.5,100.0,991.6,6.2,1.9,1.2,10.1,Rainy
10.5,90.8,2.6,82.7,49.5,1009.8,2.4,0.0,1.0,5.5,Foggy
17.5,50.9,25.4,325.7,35.5,1009.3,13.8,0.1,5.8,21.7,Partly Cloudy
31.0,54.2,20.8,247.6,46.3,1011.4,10.6,2.3,6.0,13.0,Partly Cloudy
13.9,84.2,23.7,123.6,100.0,1009.2,5.7,11.5,1.0,6.2,Rainy
8.9,96.3,4.8,260.5,54.6,1016.4,0.0,0.5,1.5,9.3,Foggy
8.5,82.0,37.9,221.1,92.1,1005.1,7.3,11.0,2.5,18.8,Rainy
7.2,81.7,40.5,120.7,97.8,1003.3,6.3,12.6,2.0,12.1,Rainy
25.7,51.8,19.5,331.3,15.0,1021.5,14.9,0.7,5.6,18.6,Sunny
16.9,73.2,37.6,22.8,94.0,1013.3,3.7,8.6,1.2,12.4,Rainy
18.7,83.9,17.5,341.6,100.0,999.5,3.3,3.9,2.5,10.5,Rainy
20.4,89.1,31.5,112.2,93.1,991.0,4.1,24.4,0.6,17.2,Thunderstorm
33.8,28.8,10.8,123.2,19.0,1022.4,15.0,0.0,12.0,19.5,Sunny
14.2,69.9,19.1,26.8,75.5,1020.5,7.8,1.4,4.1,12.9,Cloudy
24.2,41.9,7.4,38.6,14.3,1009.2,18.7,1.2,10.6,-2.4,Sunny
21.6,52.2,4.0,242.3,89.8,1017.4,7.0,2.5,4.7,10.7,Cloudy
30.3,36.4,9.9,16.7,8.7,1012.7,15.5,0.5,6.9,18.4,Sunny
23.8,60.0,16.7,201.0,71.8,999.5,8.0,1.3,2.9,16.2,Cloudy
18.9,75.0,20.8,229.2,69.2,1004.8,6.0,1.6,3.8,17.9,Cloudy
34.6,33.5,8.8,252.9,8.2,1010.7,11.9,0.0,10.5,5.1,Sunny
27.5,43.5,20.1,204.3,44.9,1014.0,9.6,2.4,4.4,12.6,Partly Cloudy
5.4,90.7,4.6,195.7,80.9,1013.0,2.2,0.9,2.3,5.6,Foggy
18.4,37.7,9.0,295.1,42.6,1008.2,13.7,1.5,3.1,18.1,Partly Cloudy
25.4,55.3,22.9,260.6,25.5,1020.6,4.8,0.8,2.6,15.9,Partly Cloudy
17.5,46.0,14.4,327.0,45.9,1010.8,10.9,1.8,4.3,17.9,Partly Cloudy
31.0,29.4,9.6,247.4,26.3,1018.9,16.0,-0.0,9.1,5.2,Sunny
18.8,46.5,22.1,240.1,68.0,1005.1,9.3,1.3,2.6,12.3,Cloudy
7.4,87.0,3.9,224.8,54.4,1019.5,1.2,0.0,1.9,13.5,Foggy
18.4,91.3,34.4,150.3,91.6,997.2,5.1,9.5,0.0,7.8,Thunderstorm
17.6,77.5,45.6,245.7,83.6,1003.1,4.0,15.3,1.5,13.5,Thunderstorm
8.9,70.8,24.3,104.1,84.1,1007.3,4.0,9.0,2.2,8.0,Rainy
28.4,68.4,16.3,104.7,37.2,1017.9,6.1,0.0,3.8,12.1,Partly Cloudy
26.7,47.1,9.8,101.9,30.7,1013.9,6.0,2.1,5.1,13.5,Partly Cloudy
29.7,47.7,2.0,1.1,25.0,1020.7,20.2,0.1,9.3,11.5,Sunny
23.6,86.3,55.1,331.5,98.6,996.8,3.8,9.4,0.9,23.2,Thunderstorm
27.7,52.3,13.2,56.3,25.6,1030.8,11.2,0.9,5.9,17.9,Partly Cloudy
25.7,51.8,16.2,27.8,44.3,1024.3,12.5,0.1,5.9,10.4,Partly Cloudy
16.7,68.8,15.4,174.8,89.7,1018.0,9.3,0.1,3.4,13.6,Cloudy
28.6,85.7,12.4,252.8,89.5,1003.9,5.2,6.3,1.0,19.8,Thunderstorm
16.5,79.5,22.7,154.9,82.1,996.4,9.5,0.8,1.0,7.6,Rainy
28.6,42.8,6.9,192.7,20.5,1015.5,20.9,0.5,8.3,9.3,Sunny
14.1,69.9,15.6,117.4,79.5,1025.4,7.3,0.6,3.1,15.3,Cloudy
29.3,27.8,12.9,70.5,18.1,1012.6,15.0,0.0,7.8,7.6,Sunny
